,0
2178,"['-1.84', '2.03', '-2.17', '2578.125', '4222.973', '31.00']"
2179,"['2.06', '-5.78', '3.01', '2607.422', '5806.588', '31.00']"
2180,"['2.24', '-2.06', '-0.71', '2578.125', '4222.973', '31.00']"
2181,"['2.42', '-2.06', '5.51', '2573.242', '3959.037', '31.00']"
2182,"['2.24', '-1.69', '-0.89', '2568.359', '3695.101', '31.00']"
2183,"['-2.45', '6.72', '1.49', '2578.125', '4222.973', '31.00']"
2184,"['-5.01', '9.28', '-4.55', '2578.125', '4222.973', '31.00']"
2185,"['-1.11', '-0.90', '-4.43', '2553.711', '2903.294', '31.00']"
2186,"['-3.19', '6.85', '-6.14', '2587.891', '4750.845', '31.00']"
2187,"['0.78', '-0.41', '0.20', '2587.891', '4750.845', '31.00']"
2188,"['1.08', '-4.50', '4.66', '2573.242', '3959.037', '31.00']"
2189,"['5.72', '-9.25', '8.38', '2587.891', '4750.845', '31.00']"
2190,"['1.02', '-2.12', '-0.53', '2602.539', '5542.652', '31.00']"
2191,"['-5.50', '14.28', '-6.32', '2597.656', '5278.716', '31.00']"
2192,"['-2.58', '6.24', '-4.49', '2583.008', '4486.909', '31.00']"
2193,"['-1.84', '3.92', '-5.47', '2578.125', '4222.973', '31.00']"
2194,"['-0.93', '-0.17', '1.61', '2592.773', '5014.780', '31.00']"
2195,"['-1.23', '-2.24', '-0.40', '2612.305', '6070.524', '31.00']"
2196,"['4.56', '-6.57', '3.31', '2568.359', '3695.101', '31.00']"
2197,"['4.19', '-1.57', '3.31', '2587.891', '4750.845', '31.00']"
2198,"['1.20', '0.93', '-0.53', '2583.008', '4486.909', '31.00']"
2199,"['-3.67', '6.48', '-2.90', '2597.656', '5278.716', '31.00']"
2200,"['-3.92', '7.33', '-8.64', '2587.891', '4750.845', '31.00']"
2201,"['-1.90', '4.95', '-4.12', '2578.125', '4222.973', '31.00']"
2202,"['-0.75', '2.76', '-1.01', '2578.125', '4222.973', '31.00']"
2203,"['9.07', '-11.63', '12.70', '2587.891', '4750.845', '31.00']"
2204,"['2.49', '-2.48', '4.66', '2578.125', '4222.973', '31.00']"
2205,"['2.00', '-2.36', '-0.53', '2583.008', '4486.909', '31.00']"
2206,"['0.35', '5.93', '-3.64', '2592.773', '5014.780', '31.00']"
2207,"['-5.08', '7.27', '-4.49', '2592.773', '5014.780', '31.00']"
2208,"['-1.78', '0.63', '-4.12', '2563.477', '3431.166', '31.00']"
2209,"['-4.83', '4.95', '-4.06', '2578.125', '4222.973', '31.00']"
2210,"['2.67', '-5.96', '3.86', '2612.305', '6070.524', '31.00']"
2211,"['3.28', '-8.22', '4.72', '2558.594', '3167.229', '31.00']"
2212,"['3.95', '-2.97', '7.40', '2568.359', '3695.101', '31.00']"
2213,"['1.51', '-2.24', '0.20', '2573.242', '3959.037', '31.00']"
2214,"['-1.23', '6.24', '0.27', '2558.594', '3167.229', '31.00']"
2215,"['-3.12', '6.91', '-4.25', '2587.891', '4750.845', '31.00']"
2216,"['-2.88', '3.43', '-5.95', '2587.891', '4750.845', '31.00']"
2217,"['-4.59', '7.27', '-3.51', '2563.477', '3431.166', '31.00']"
2218,"['6.02', '-9.13', '8.38', '2597.656', '5278.716', '31.00']"
2219,"['3.70', '-9.98', '3.01', '2578.125', '4222.973', '31.00']"
2220,"['-2.82', '2.09', '-2.48', '2578.125', '4222.973', '31.00']"
2221,"['3.40', '0.44', '3.80', '2602.539', '5542.652', '31.00']"
2222,"['0.29', '1.05', '-1.26', '2563.477', '3431.166', '31.00']"
2223,"['-0.75', '3.31', '2.52', '2592.773', '5014.780', '31.00']"
2224,"['-5.87', '8.31', '-1.62', '2587.891', '4750.845', '31.00']"
2225,"['-1.42', '3.80', '-2.36', '2568.359', '3695.101', '31.00']"
2226,"['-2.09', '0.20', '-2.78', '2587.891', '4750.845', '31.00']"
2227,"['5.66', '-14.25', '4.96', '2592.773', '5014.780', '31.00']"
2228,"['2.61', '-2.48', '1.61', '2558.594', '3167.229', '31.00']"
2229,"['6.39', '-12.06', '12.03', '2587.891', '4750.845', '31.00']"
2230,"['1.75', '-4.80', '-0.83', '2563.477', '3431.166', '31.00']"
2231,"['-4.34', '7.58', '-4.98', '2563.477', '3431.166', '31.00']"
2232,"['-3.43', '8.37', '-7.30', '2583.008', '4486.909', '31.00']"
2233,"['-1.90', '2.52', '-4.49', '2573.242', '3959.037', '31.00']"
2234,"['-0.50', '1.17', '0.88', '2578.125', '4222.973', '31.00']"
2235,"['0.41', '-5.65', '1.42', '2597.656', '5278.716', '31.00']"
2236,"['7.49', '-7.61', '5.14', '2558.594', '3167.229', '31.00']"
2237,"['1.39', '-0.65', '4.78', '2583.008', '4486.909', '31.00']"
2238,"['-0.87', '2.33', '4.90', '2573.242', '3959.037', '31.00']"
2239,"['-2.39', '6.85', '-4.31', '2578.125', '4222.973', '31.00']"
2240,"['-3.00', '6.66', '-7.42', '2568.359', '3695.101', '31.00']"
2241,"['-2.03', '5.02', '-7.42', '2563.477', '3431.166', '31.00']"
2242,"['0.60', '-0.41', '2.16', '2568.359', '3695.101', '31.00']"
2243,"['5.17', '-4.25', '3.80', '2602.539', '5542.652', '31.00']"
2244,"['4.13', '-3.83', '8.99', '2587.891', '4750.845', '31.00']"
2245,"['1.57', '-4.68', '1.24', '2578.125', '4222.973', '31.00']"
2246,"['-9.28', '11.85', '-9.61', '2573.242', '3959.037', '31.00']"
2247,"['-4.40', '7.88', '-4.67', '2602.539', '5542.652', '31.00']"
2248,"['-2.82', '1.91', '-3.39', '2558.594', '3167.229', '31.00']"
2249,"['1.63', '-2.06', '2.58', '2573.242', '3959.037', '31.00']"
2250,"['3.03', '-5.47', '0.39', '2573.242', '3959.037', '31.00']"
2251,"['1.63', '0.69', '5.20', '2573.242', '3959.037', '31.00']"
2252,"['1.63', '-1.26', '4.35', '2578.125', '4222.973', '31.00']"
2253,"['1.39', '3.43', '-1.81', '2592.773', '5014.780', '31.00']"
2254,"['-3.00', '8.00', '-5.89', '2587.891', '4750.845', '31.00']"
2255,"['-6.84', '10.99', '-13.03', '2573.242', '3959.037', '31.00']"
2256,"['-3.43', '8.00', '0.27', '2568.359', '3695.101', '31.00']"
2257,"['1.81', '-5.29', '2.28', '2578.125', '4222.973', '31.00']"
2258,"['4.01', '-0.47', '8.13', '2573.242', '3959.037', '31.00']"
2259,"['2.55', '-2.48', '5.51', '2568.359', '3695.101', '31.00']"
2260,"['0.84', '-4.01', '-0.59', '2578.125', '4222.973', '31.00']"
2261,"['-2.03', '4.10', '-3.70', '2553.711', '2903.294', '31.00']"
2262,"['-4.04', '7.15', '-5.10', '2578.125', '4222.973', '31.00']"
2263,"['-2.09', '5.26', '-5.28', '2563.477', '3431.166', '31.00']"
2264,"['-3.00', '2.09', '-6.26', '2578.125', '4222.973', '31.00']"
2265,"['0.23', '-6.57', '1.79', '2587.891', '4750.845', '31.00']"
2266,"['3.89', '-2.18', '2.58', '2558.594', '3167.229', '31.00']"
2267,"['4.68', '-5.59', '8.25', '2587.891', '4750.845', '31.00']"
2268,"['0.90', '-4.86', '2.52', '2558.594', '3167.229', '31.00']"
2269,"['1.08', '0.63', '-1.50', '2568.359', '3695.101', '31.00']"
2270,"['-1.90', '6.42', '-5.34', '2553.711', '2903.294', '31.00']"
2271,"['-3.61', '4.59', '-5.16', '2539.062', '2111.487', '31.00']"
2272,"['-3.55', '3.19', '-4.73', '2568.359', '3695.101', '31.00']"
2273,"['2.36', '-0.96', '4.17', '2583.008', '4486.909', '31.00']"
2274,"['4.01', '-7.73', '3.31', '2548.828', '2639.358', '31.00']"
2275,"['1.69', '1.60', '3.01', '2543.945', '2375.422', '31.00']"
2276,"['1.27', '-2.61', '-0.34', '2558.594', '3167.229', '31.00']"
2277,"['0.84', '1.48', '-0.83', '2578.125', '4222.973', '31.00']"
2278,"['-0.01', '-0.11', '2.16', '2558.594', '3167.229', '31.00']"
2279,"['-3.25', '5.75', '-1.81', '2563.477', '3431.166', '31.00']"
2280,"['-3.19', '2.27', '-5.83', '2543.945', '2375.422', '31.00']"
2281,"['-4.65', '9.47', '-3.58', '2553.711', '2903.294', '31.00']"
2282,"['-0.50', '-1.33', '-0.77', '2563.477', '3431.166', '31.00']"
2283,"['4.56', '-6.57', '4.29', '2553.711', '2903.294', '31.00']"
2284,"['5.90', '-10.29', '8.25', '2583.008', '4486.909', '31.00']"
2285,"['2.55', '-1.39', '2.58', '2587.891', '4750.845', '31.00']"
2286,"['2.06', '0.26', '-3.21', '2563.477', '3431.166', '31.00']"
2287,"['-4.89', '11.97', '-9.19', '2563.477', '3431.166', '31.00']"
2288,"['-5.69', '7.64', '-4.31', '2563.477', '3431.166', '31.00']"
2289,"['-1.23', '0.69', '-4.92', '2563.477', '3431.166', '31.00']"
2290,"['2.79', '-1.69', '1.79', '2548.828', '2639.358', '31.00']"
2291,"['-3.61', '6.48', '-2.60', '2583.008', '4486.909', '31.00']"
2292,"['1.81', '-2.18', '3.99', '2578.125', '4222.973', '31.00']"
2293,"['3.77', '-3.22', '-1.14', '2563.477', '3431.166', '31.00']"
2294,"['4.13', '-3.15', '4.78', '2553.711', '2903.294', '31.00']"
2295,"['1.94', '-0.78', '2.95', '2573.242', '3959.037', '31.00']"
2296,"['1.45', '0.99', '3.44', '2578.125', '4222.973', '31.00']"
2297,"['-0.81', '2.76', '-2.48', '2553.711', '2903.294', '31.00']"
2298,"['-4.71', '9.28', '-5.77', '2568.359', '3695.101', '31.00']"
2299,"['-7.21', '10.93', '-6.81', '2573.242', '3959.037', '31.00']"
2300,"['-3.43', '4.65', '-4.37', '2563.477', '3431.166', '31.00']"
2301,"['-3.61', '1.60', '-4.43', '2568.359', '3695.101', '31.00']"
2302,"['-0.20', '-1.94', '-0.83', '2573.242', '3959.037', '31.00']"
2303,"['2.00', '-6.20', '3.19', '2573.242', '3959.037', '31.00']"
2304,"['4.01', '-2.48', '6.06', '2563.477', '3431.166', '31.00']"
2305,"['5.84', '-9.68', '6.85', '2558.594', '3167.229', '31.00']"
2306,"['1.57', '-5.96', '1.24', '2578.125', '4222.973', '31.00']"
2307,"['-1.97', '4.28', '-3.45', '2578.125', '4222.973', '31.00']"
2308,"['-3.25', '4.65', '-5.89', '2553.711', '2903.294', '31.00']"
2309,"['-4.28', '7.52', '-4.19', '2573.242', '3959.037', '31.00']"
2310,"['-1.48', '0.08', '-7.30', '2587.891', '4750.845', '31.00']"
2311,"['-4.40', '3.43', '-6.99', '2568.359', '3695.101', '31.00']"
2312,"['-2.15', '1.48', '-2.17', '2563.477', '3431.166', '31.00']"
2313,"['2.06', '-6.26', '5.14', '2578.125', '4222.973', '31.00']"
2314,"['-0.20', '-3.83', '-0.04', '2563.477', '3431.166', '31.00']"
2315,"['3.46', '-7.42', '2.03', '2602.539', '5542.652', '31.00']"
2316,"['0.47', '0.69', '-3.51', '2558.594', '3167.229', '31.00']"
2317,"['5.05', '-2.61', '5.81', '2568.359', '3695.101', '31.00']"
2318,"['2.00', '-4.62', '3.44', '2587.891', '4750.845', '31.00']"
2319,"['4.25', '-0.78', '7.03', '2563.477', '3431.166', '31.00']"
2320,"['1.51', '1.48', '0.39', '2568.359', '3695.101', '31.00']"
2321,"['-3.00', '4.41', '-1.44', '2543.945', '2375.422', '31.00']"
2322,"['-5.26', '7.94', '-4.43', '2573.242', '3959.037', '31.00']"
2323,"['-4.16', '3.61', '-2.84', '2607.422', '5806.588', '31.00']"
2324,"['-1.48', '4.83', '-4.61', '2578.125', '4222.973', '31.00']"
2325,"['-0.44', '-2.91', '-5.83', '2573.242', '3959.037', '31.00']"
2326,"['-0.62', '2.70', '1.12', '2583.008', '4486.909', '31.00']"
2327,"['1.08', '-2.24', '1.24', '2587.891', '4750.845', '31.00']"
2328,"['5.41', '-11.63', '6.91', '2592.773', '5014.780', '31.00']"
2329,"['4.74', '-4.13', '4.72', '2587.891', '4750.845', '31.00']"
2330,"['1.94', '-2.73', '2.10', '2578.125', '4222.973', '31.00']"
2331,"['4.56', '-4.50', '4.23', '2578.125', '4222.973', '31.00']"
2332,"['2.61', '-2.42', '0.02', '2583.008', '4486.909', '31.00']"
2333,"['-3.55', '12.15', '-5.89', '2563.477', '3431.166', '31.00']"
2334,"['-3.37', '2.64', '-3.58', '2578.125', '4222.973', '31.00']"
2335,"['-4.10', '4.22', '-4.80', '2573.242', '3959.037', '31.00']"
2336,"['0.17', '-3.52', '-0.59', '2568.359', '3695.101', '31.00']"
2337,"['0.53', '1.48', '-1.20', '2568.359', '3695.101', '31.00']"
2338,"['-0.26', '-3.70', '1.97', '2597.656', '5278.716', '31.00']"
2339,"['1.51', '-6.39', '-0.40', '2587.891', '4750.845', '31.00']"
2340,"['3.46', '-4.98', '3.68', '2578.125', '4222.973', '31.00']"
2341,"['2.97', '1.60', '5.81', '2558.594', '3167.229', '31.00']"
2342,"['7.97', '-12.73', '6.85', '2587.891', '4750.845', '31.00']"
2343,"['0.47', '5.20', '-2.05', '2573.242', '3959.037', '31.00']"
2344,"['-4.10', '7.70', '-5.77', '2573.242', '3959.037', '31.00']"
2345,"['-7.45', '8.43', '-10.83', '2583.008', '4486.909', '31.00']"
2346,"['-1.17', '4.59', '-1.08', '2578.125', '4222.973', '31.00']"
2347,"['-0.81', '-3.22', '0.45', '2578.125', '4222.973', '31.00']"
2348,"['6.08', '-13.52', '12.95', '2583.008', '4486.909', '31.00']"
2349,"['4.44', '-2.12', '6.36', '2578.125', '4222.973', '31.00']"
2350,"['0.23', '-1.51', '2.46', '2607.422', '5806.588', '31.00']"
2351,"['-2.15', '4.83', '-9.80', '2578.125', '4222.973', '31.00']"
2352,"['-3.25', '5.81', '-4.12', '2578.125', '4222.973', '31.00']"
2353,"['-4.34', '5.81', '-4.61', '2617.187', '6334.459', '31.00']"
2354,"['-5.62', '5.75', '-5.22', '2563.477', '3431.166', '31.00']"
2355,"['-1.66', '3.55', '-0.89', '2583.008', '4486.909', '31.00']"
2356,"['0.78', '-4.31', '2.77', '2592.773', '5014.780', '31.00']"
2357,"['-0.50', '-0.29', '2.03', '2587.891', '4750.845', '31.00']"
2358,"['5.11', '-6.51', '5.14', '2568.359', '3695.101', '31.00']"
2359,"['0.78', '-4.68', '0.63', '2597.656', '5278.716', '31.00']"
2360,"['0.96', '-4.56', '0.51', '2587.891', '4750.845', '31.00']"
2361,"['-0.32', '7.15', '-1.93', '2592.773', '5014.780', '31.00']"
2362,"['-4.95', '8.06', '-6.32', '2597.656', '5278.716', '31.00']"
2363,"['-3.86', '4.53', '-5.53', '2578.125', '4222.973', '31.00']"
2364,"['-1.84', '3.06', '-1.14', '2578.125', '4222.973', '31.00']"
2365,"['5.84', '-10.72', '6.67', '2607.422', '5806.588', '31.00']"
2366,"['3.28', '-6.57', '4.23', '2587.891', '4750.845', '31.00']"
2367,"['1.63', '-2.61', '3.25', '2573.242', '3959.037', '31.00']"
2368,"['1.39', '0.75', '-2.60', '2583.008', '4486.909', '31.00']"
2369,"['0.78', '1.54', '-1.01', '2583.008', '4486.909', '31.00']"
2370,"['-3.49', '7.58', '-4.80', '2587.891', '4750.845', '31.00']"
2371,"['-0.99', '7.45', '-0.04', '2587.891', '4750.845', '31.00']"
2372,"['-1.78', '0.50', '-4.80', '2597.656', '5278.716', '31.00']"
2373,"['-2.33', '4.22', '-2.84', '2573.242', '3959.037', '31.00']"
2374,"['-2.15', '1.60', '-5.28', '2568.359', '3695.101', '31.00']"
2375,"['3.52', '-6.26', '3.07', '2587.891', '4750.845', '31.00']"
2376,"['4.92', '-4.86', '3.80', '2573.242', '3959.037', '31.00']"
2377,"['11.08', '-16.14', '17.46', '2578.125', '4222.973', '31.00']"
2378,"['3.10', '-3.40', '4.05', '2597.656', '5278.716', '31.00']"
2379,"['0.66', '4.28', '-2.36', '2587.891', '4750.845', '31.00']"
2380,"['-7.88', '13.25', '-11.56', '2573.242', '3959.037', '31.00']"
2381,"['-3.92', '4.95', '-5.34', '2578.125', '4222.973', '31.00']"
2382,"['-3.86', '6.17', '-4.31', '2592.773', '5014.780', '31.00']"
2383,"['1.33', '3.49', '5.51', '2597.656', '5278.716', '31.00']"
2384,"['-1.66', '4.28', '-1.26', '2583.008', '4486.909', '31.00']"
2385,"['0.11', '-3.89', '1.18', '2578.125', '4222.973', '31.00']"
2386,"['4.92', '-11.14', '1.30', '2592.773', '5014.780', '31.00']"
2387,"['3.64', '-2.67', '5.02', '2568.359', '3695.101', '31.00']"
2388,"['3.77', '-4.07', '4.11', '2583.008', '4486.909', '31.00']"
2389,"['1.51', '1.24', '0.69', '2592.773', '5014.780', '31.00']"
2390,"['0.05', '1.42', '-1.44', '2558.594', '3167.229', '31.00']"
2391,"['-3.55', '7.27', '-3.27', '2587.891', '4750.845', '31.00']"
2392,"['-1.72', '2.21', '-3.03', '2578.125', '4222.973', '31.00']"
2393,"['-0.93', '1.54', '-3.94', '2587.891', '4750.845', '31.00']"
2394,"['-2.21', '3.61', '-3.33', '2602.539', '5542.652', '31.00']"
2395,"['-1.90', '2.39', '-5.53', '2573.242', '3959.037', '31.00']"
2396,"['0.72', '-5.17', '1.06', '2558.594', '3167.229', '31.00']"
2397,"['6.81', '-9.80', '0.57', '2583.008', '4486.909', '31.00']"
2398,"['3.89', '-6.69', '3.07', '2578.125', '4222.973', '31.00']"
2399,"['5.35', '-5.05', '4.60', '2597.656', '5278.716', '31.00']"
2400,"['6.81', '-2.73', '12.34', '2568.359', '3695.101', '31.00']"
2401,"['2.06', '-8.22', '3.99', '2573.242', '3959.037', '31.00']"
2402,"['3.03', '-0.11', '0.51', '2568.359', '3695.101', '31.00']"
2403,"['-11.90', '12.21', '-10.89', '2578.125', '4222.973', '31.00']"
2404,"['-3.37', '3.86', '-1.32', '2597.656', '5278.716', '31.00']"
2405,"['-4.34', '4.04', '-4.80', '2578.125', '4222.973', '31.00']"
2406,"['0.84', '0.32', '1.55', '2563.477', '3431.166', '31.00']"
2407,"['-3.12', '5.02', '-4.00', '2578.125', '4222.973', '31.00']"
2408,"['0.05', '-0.90', '1.91', '2583.008', '4486.909', '31.00']"
2409,"['-0.26', '-4.92', '1.61', '2602.539', '5542.652', '31.00']"
2410,"['3.52', '-11.14', '2.52', '2592.773', '5014.780', '31.00']"
2411,"['4.07', '-1.63', '5.33', '2563.477', '3431.166', '31.00']"
2412,"['2.67', '-6.75', '-1.99', '2578.125', '4222.973', '31.00']"
2413,"['0.47', '-1.08', '2.10', '2592.773', '5014.780', '31.00']"
2414,"['1.57', '-2.42', '0.33', '2563.477', '3431.166', '31.00']"
2415,"['0.60', '4.77', '3.44', '2563.477', '3431.166', '31.00']"
2416,"['-2.45', '6.30', '-1.87', '2587.891', '4750.845', '31.00']"
2417,"['-6.60', '7.09', '-5.47', '2578.125', '4222.973', '31.00']"
2418,"['-1.36', '1.54', '-8.03', '2578.125', '4222.973', '31.00']"
2419,"['-1.36', '1.05', '-7.30', '2578.125', '4222.973', '31.00']"
2420,"['-1.72', '7.94', '1.79', '2563.477', '3431.166', '31.00']"
2421,"['-2.03', '0.32', '-0.04', '2583.008', '4486.909', '31.00']"
2422,"['1.14', '-3.58', '2.58', '2597.656', '5278.716', '31.00']"
2423,"['2.12', '-4.50', '2.34', '2573.242', '3959.037', '31.00']"
2424,"['7.42', '-9.92', '7.28', '2568.359', '3695.101', '31.00']"
2425,"['2.12', '-1.63', '4.17', '2587.891', '4750.845', '31.00']"
2426,"['1.88', '-2.12', '2.22', '2607.422', '5806.588', '31.00']"
2427,"['0.23', '-3.58', '2.34', '2587.891', '4750.845', '31.00']"
2428,"['0.53', '5.81', '-0.10', '2573.242', '3959.037', '31.00']"
2429,"['-6.78', '10.99', '-9.12', '2578.125', '4222.973', '31.00']"
2430,"['-3.73', '7.03', '-4.73', '2602.539', '5542.652', '31.00']"
2431,"['-4.89', '5.38', '-5.16', '2617.187', '6334.459', '31.00']"
2432,"['1.81', '-3.22', '2.58', '2587.891', '4750.845', '31.00']"
2433,"['0.35', '-0.05', '-0.77', '2592.773', '5014.780', '31.00']"
2434,"['-2.58', '3.67', '-1.99', '2597.656', '5278.716', '31.00']"
2435,"['-2.58', '1.30', '2.34', '2583.008', '4486.909', '31.00']"
2436,"['0.84', '-2.91', '0.08', '2587.891', '4750.845', '31.00']"
2437,"['5.23', '-7.79', '5.27', '2587.891', '4750.845', '31.00']"
2438,"['0.47', '0.44', '-1.26', '2597.656', '5278.716', '31.00']"
2439,"['3.70', '-3.09', '6.30', '2592.773', '5014.780', '31.00']"
2440,"['2.36', '-6.33', '0.88', '2597.656', '5278.716', '31.00']"
2441,"['6.94', '-7.42', '10.08', '2587.891', '4750.845', '31.00']"
2442,"['0.96', '3.37', '-2.60', '2563.477', '3431.166', '31.00']"
2443,"['-3.25', '4.95', '-3.70', '2573.242', '3959.037', '31.00']"
2444,"['-4.16', '6.24', '-6.01', '2583.008', '4486.909', '31.00']"
2445,"['-3.19', '5.69', '-2.78', '2587.891', '4750.845', '31.00']"
2446,"['-1.11', '3.98', '-5.47', '2592.773', '5014.780', '31.00']"
2447,"['-2.45', '0.02', '-9.43', '2573.242', '3959.037', '31.00']"
2448,"['-2.45', '3.61', '-2.54', '2558.594', '3167.229', '31.00']"
2449,"['-0.69', '2.76', '-0.71', '2578.125', '4222.973', '31.00']"
2450,"['0.53', '4.89', '2.83', '2583.008', '4486.909', '31.00']"
2451,"['2.61', '-5.05', '2.52', '2597.656', '5278.716', '31.00']"
2452,"['2.61', '-7.18', '2.70', '2578.125', '4222.973', '31.00']"
2453,"['6.63', '-8.40', '8.38', '2568.359', '3695.101', '31.00']"
2454,"['4.31', '-2.97', '6.00', '2587.891', '4750.845', '31.00']"
2455,"['2.55', '-5.05', '4.78', '2592.773', '5014.780', '31.00']"
2456,"['2.79', '-2.73', '-0.47', '2587.891', '4750.845', '31.00']"
2457,"['0.90', '-5.29', '1.00', '2583.008', '4486.909', '31.00']"
2458,"['-5.14', '7.94', '-7.78', '2583.008', '4486.909', '31.00']"
2459,"['-3.12', '7.88', '-5.10', '2587.891', '4750.845', '31.00']"
2460,"['-4.95', '9.10', '-3.33', '2583.008', '4486.909', '31.00']"
2461,"['-2.45', '-1.39', '-3.64', '2597.656', '5278.716', '31.00']"
2462,"['-3.67', '9.10', '-3.94', '2597.656', '5278.716', '31.00']"
2463,"['-1.30', '1.36', '-4.31', '2568.359', '3695.101', '31.00']"
2464,"['0.41', '-0.47', '2.64', '2568.359', '3695.101', '31.00']"
2465,"['1.57', '-0.41', '2.03', '2573.242', '3959.037', '31.00']"
2466,"['0.96', '-5.72', '1.79', '2587.891', '4750.845', '31.00']"
2467,"['2.55', '-4.74', '1.79', '2583.008', '4486.909', '31.00']"
2468,"['3.95', '-9.19', '4.35', '2578.125', '4222.973', '31.00']"
2469,"['3.16', '-1.81', '4.53', '2583.008', '4486.909', '31.00']"
2470,"['-0.99', '0.20', '-1.20', '2592.773', '5014.780', '31.00']"
2471,"['0.90', '-0.23', '2.34', '2597.656', '5278.716', '31.00']"
2472,"['2.12', '-1.26', '-1.01', '2587.891', '4750.845', '31.00']"
2473,"['3.40', '-2.79', '8.50', '2578.125', '4222.973', '31.00']"
2474,"['-1.17', '3.80', '-0.95', '2587.891', '4750.845', '31.00']"
2475,"['-4.77', '7.39', '-5.22', '2587.891', '4750.845', '31.00']"
2476,"['-7.09', '8.19', '-10.95', '2607.422', '5806.588', '31.00']"
2477,"['-4.89', '4.77', '-6.69', '2592.773', '5014.780', '31.00']"
2478,"['-1.23', '5.14', '-1.69', '2568.359', '3695.101', '31.00']"
2479,"['-1.97', '2.58', '-6.26', '2597.656', '5278.716', '31.00']"
2480,"['-0.50', '2.39', '-0.71', '2592.773', '5014.780', '31.00']"
2481,"['0.17', '-2.79', '1.24', '2587.891', '4750.845', '31.00']"
2482,"['4.01', '-6.69', '8.56', '2592.773', '5014.780', '31.00']"
2483,"['1.27', '-6.51', '3.01', '2573.242', '3959.037', '31.00']"
2484,"['5.17', '-14.74', '4.72', '2592.773', '5014.780', '31.00']"
2485,"['5.47', '-9.80', '10.57', '2573.242', '3959.037', '31.00']"
2486,"['4.80', '-4.92', '3.74', '2592.773', '5014.780', '31.00']"
2487,"['2.18', '-2.42', '3.62', '2587.891', '4750.845', '31.00']"
2488,"['2.97', '-3.34', '3.92', '2578.125', '4222.973', '31.00']"
2489,"['2.18', '-5.78', '4.17', '2617.187', '6334.459', '31.00']"
2490,"['4.07', '-6.08', '3.01', '2587.891', '4750.845', '31.00']"
2491,"['-2.09', '11.97', '-7.05', '2563.477', '3431.166', '31.00']"
2492,"['-5.26', '9.10', '-4.86', '2583.008', '4486.909', '31.00']"
2493,"['-7.27', '11.17', '-10.95', '2583.008', '4486.909', '31.00']"
2494,"['-0.99', '2.52', '-1.01', '2587.891', '4750.845', '31.00']"
2495,"['-2.09', '2.27', '-4.06', '2583.008', '4486.909', '31.00']"
2496,"['1.39', '-0.78', '1.36', '2602.539', '5542.652', '31.00']"
2497,"['-0.93', '-2.61', '0.57', '2592.773', '5014.780', '31.00']"
2498,"['-1.36', '-2.73', '1.00', '2607.422', '5806.588', '31.00']"
2499,"['5.23', '-8.09', '1.18', '2563.477', '3431.166', '31.00']"
2500,"['1.27', '-5.41', '0.51', '2568.359', '3695.101', '31.00']"
2501,"['5.17', '-3.58', '4.05', '2568.359', '3695.101', '31.00']"
2502,"['3.77', '-5.84', '4.05', '2568.359', '3695.101', '31.00']"
2503,"['3.34', '-0.59', '4.11', '2568.359', '3695.101', '31.00']"
2504,"['3.03', '-5.84', '0.69', '2607.422', '5806.588', '31.00']"
2505,"['3.28', '-4.86', '6.61', '2597.656', '5278.716', '31.00']"
2506,"['0.66', '-2.18', '0.57', '2583.008', '4486.909', '31.00']"
2507,"['-2.45', '2.39', '-3.70', '2553.711', '2903.294', '31.00']"
2508,"['1.81', '1.11', '1.42', '2597.656', '5278.716', '31.00']"
2509,"['-2.09', '2.03', '-4.55', '2587.891', '4750.845', '31.00']"
2510,"['-4.53', '5.44', '-5.71', '2578.125', '4222.973', '31.00']"
2511,"['-4.16', '10.69', '-11.75', '2568.359', '3695.101', '31.00']"
2512,"['-3.92', '3.13', '-4.19', '2578.125', '4222.973', '31.00']"
2513,"['-1.42', '2.64', '-1.93', '2563.477', '3431.166', '31.00']"
2514,"['7.42', '-14.44', '11.42', '2587.891', '4750.845', '31.00']"
2515,"['2.61', '-6.45', '2.64', '2573.242', '3959.037', '31.00']"
2516,"['1.94', '-3.28', '2.77', '2573.242', '3959.037', '31.00']"
2517,"['-0.01', '3.37', '1.24', '2597.656', '5278.716', '31.00']"
2518,"['1.69', '-2.97', '3.44', '2597.656', '5278.716', '31.00']"
2519,"['2.24', '-1.87', '0.63', '2568.359', '3695.101', '31.00']"
2520,"['-2.51', '10.08', '-1.81', '2583.008', '4486.909', '31.00']"
2521,"['-4.04', '5.81', '-4.55', '2602.539', '5542.652', '31.00']"
2522,"['-5.81', '10.44', '-9.25', '2592.773', '5014.780', '31.00']"
2523,"['-1.54', '0.87', '-2.05', '2578.125', '4222.973', '31.00']"
2524,"['-1.60', '3.67', '0.39', '2563.477', '3431.166', '31.00']"
2525,"['1.94', '-5.96', '1.97', '2592.773', '5014.780', '31.00']"
2526,"['1.14', '0.26', '1.91', '2573.242', '3959.037', '31.00']"
2527,"['4.68', '-9.31', '3.92', '2568.359', '3695.101', '31.00']"
2528,"['1.51', '2.88', '1.91', '2568.359', '3695.101', '31.00']"
2529,"['0.29', '-1.51', '4.17', '2587.891', '4750.845', '31.00']"
2530,"['0.90', '-2.91', '1.42', '2583.008', '4486.909', '31.00']"
2531,"['2.79', '4.65', '5.33', '2573.242', '3959.037', '31.00']"
