0,1,2,3
-2.27,0.87,-1.39,-1.58361
-0.08,-4.80,7.70,0.26394
1.08,6.73,3.06,-0.52787
2.12,-2.66,6.90,0.52787
-2.40,5.02,-6.57,-1.05574
0.84,-2.11,0.01,-0.52787
-9.29,10.14,-6.57,-0.26394
-4.77,-8.94,0.32,0.52787
-3.61,-3.64,-0.17,-1.31968
2.85,-4.68,4.65,0.00000
-2.82,-1.57,-0.53,-0.26394
0.23,-15.04,4.83,-0.52787
2.48,-2.85,4.89,-1.05574
2.79,4.17,-2.06,-1.05574
-1.97,6.97,-8.10,-1.05574
-9.83,-3.64,1.48,-0.79181
-2.33,-15.41,2.21,-0.52787
0.90,-6.44,7.94,-0.26394
3.46,5.26,2.45,0.00000
-4.10,5.39,-6.81,-0.52787
-1.48,-11.26,2.94,0.52787
-0.69,-11.08,3.00,-0.52787
-3.00,-1.69,2.51,0.26394
-0.93,12.89,-2.49,-0.52787
0.10,4.23,-4.01,-1.05574
-1.60,-6.57,8.19,-1.05574
4.31,-5.53,9.59,-1.31968
4.50,2.95,0.01,-1.05574
-4.10,6.60,2.82,0.26394
-4.77,-6.44,2.27,-1.05574
3.89,-5.47,10.01,0.79181
0.53,15.51,-4.38,0.79181
-0.63,6.79,-4.56,-1.58361
1.39,-11.14,4.04,-0.52787
-5.20,-6.63,1.23,-0.26394
-5.14,10.93,-2.97,0.00000
-2.03,0.69,-3.10,-1.31968
0.35,-14.61,3.73,-0.79181
-0.26,-4.86,4.34,-0.26394
0.65,9.23,-2.42,-0.52787
-1.11,4.35,-3.40,-0.79181
-4.22,-13.39,6.30,1.05574
5.53,-6.93,5.93,-1.58361
1.08,-7.85,7.94,-0.52787
3.09,4.04,-0.66,-1.05574
-2.88,13.13,-6.75,-0.26394
-2.46,1.18,-3.77,-1.31968
-3.92,-9.00,-5.11,0.00000
3.52,-8.27,2.58,-0.79181
6.26,0.57,0.69,-0.52787
1.63,4.41,2.15,-0.79181
7.06,-14.43,8.12,0.52787
4.13,-5.47,4.53,-0.52787
0.35,11.67,-0.53,-0.26394
-0.44,1.73,-1.75,-1.05574
-2.58,-14.25,3.98,-1.58361
4.50,-8.03,6.60,-0.52787
-0.08,4.41,-0.41,-0.79181
-3.68,11.60,-3.70,-0.79181
-0.44,6.30,-4.31,-1.84755
10.10,-6.87,-0.11,0.00000
-1.85,-8.09,3.67,-1.05574
-2.76,10.14,-5.35,0.26394
-8.49,0.69,-4.13,-0.26394
2.85,-13.82,2.82,-1.31968
4.31,-0.77,1.17,-0.52787
6.39,4.53,4.34,0.52787
-2.52,0.20,-1.94,-0.26394
4.98,-6.32,6.90,-1.58361
-0.02,-9.80,14.28,0.26394
2.18,-3.58,4.65,0.00000
2.73,-6.38,0.75,-0.52787
0.78,9.23,-0.17,-1.31968
-0.02,3.50,1.42,0.79181
-4.53,5.93,-5.17,-1.05574
-2.40,-4.00,2.82,-1.05574
-0.32,-7.05,-1.02,0.26394
-4.16,-11.44,1.11,-0.26394
3.64,-8.40,3.61,-1.31968
2.30,-14.68,9.40,-0.52787
-1.18,-8.52,6.54,-0.26394
-2.03,9.10,-0.11,-0.79181
-1.79,0.08,-1.94,-0.52787
-0.87,-16.63,2.58,-0.52787
4.74,-6.14,3.25,-0.79181
1.08,-6.26,0.87,0.00000
-1.36,13.80,-0.96,-1.05574
-0.81,7.28,-4.92,-1.05574
-1.24,-3.58,1.97,-1.05574
5.65,-12.97,12.33,-1.05574
0.84,-5.53,2.76,-1.58361
1.32,10.02,-2.61,0.26394
4.98,6.48,1.84,0.52787
-5.14,-3.15,-0.90,-0.52787
5.96,-7.97,1.60,-0.79181
5.90,-8.94,5.32,0.26394
-1.11,11.79,-1.33,-1.31968
-4.59,-3.94,-2.00,-0.26394
10.41,-4.86,12.45,0.00000
0.53,7.03,3.37,-0.26394
-1.91,5.57,-6.20,0.00000
-1.30,-7.91,1.17,1.05574
-0.20,-4.13,2.21,0.00000
3.46,6.00,-3.22,-0.26394
-2.64,5.02,-5.72,-0.79181
-6.48,8.80,-14.31,-1.31968
-4.41,-0.16,1.60,-1.05574
3.34,-8.82,4.83,-0.52787
0.47,-0.90,4.83,-0.26394
7.97,10.93,2.51,-0.79181
-2.03,6.73,-5.23,-0.52787
0.84,3.37,-2.85,-1.58361
8.34,-12.60,5.44,-1.05574
-1.66,-3.33,7.21,0.26394
2.54,5.39,7.03,-0.26394
0.17,9.35,3.98,0.79181
-3.19,10.51,-3.10,-0.52787
-2.40,0.93,-0.66,0.26394
3.34,-12.24,11.42,-1.31968
2.73,-4.55,6.30,0.00000
1.63,11.67,0.38,-1.05574
-5.44,9.10,-5.47,-0.26394
-1.54,0.02,2.88,-0.52787
3.28,-8.21,5.44,-1.31968
7.06,-0.77,11.84,-1.05574
-2.03,11.36,-1.20,-0.79181
-1.79,2.89,-5.60,-1.58361
2.85,-8.27,5.14,-0.26394
-6.85,16.85,-6.69,-1.05574
-2.64,-12.24,-1.45,1.58361
7.06,3.62,4.34,-1.05574
-3.98,9.71,-13.58,-0.26394
1.57,-11.93,4.28,-0.79181
-0.26,7.82,3.37,-0.79181
-2.46,1.97,-1.88,-0.79181
0.23,-4.86,7.88,-0.79181
0.10,4.71,-6.51,0.26394
-2.76,-12.36,2.39,0.26394
4.80,6.79,2.94,-0.52787
-0.44,-3.03,0.56,0.00000
0.84,-3.64,-5.60,1.05574
0.47,3.19,-2.42,-1.05574
6.14,-10.22,2.58,-1.58361
-8.25,10.81,-3.95,-1.31968
-3.55,-9.74,5.38,-0.79181
4.50,2.03,2.27,-1.58361
-6.36,3.43,-7.55,-1.05574
-1.91,-10.04,4.65,-1.31968
0.29,12.46,0.32,0.26394
-1.85,3.19,-6.02,0.00000
2.18,-1.14,4.34,0.00000
-2.76,8.13,-6.75,-0.52787
6.81,-12.11,-0.78,-1.31968
5.35,-2.97,4.71,-0.79181
-1.11,8.92,-6.02,-1.05574
4.01,-7.72,3.25,-2.37542
-5.93,8.98,-10.60,0.00000
-1.79,2.95,-5.29,-0.79181
4.56,-12.97,2.94,0.26394
2.79,-2.18,7.21,-0.79181
-1.48,6.67,-5.05,-0.52787
-0.63,-11.02,0.62,-1.05574
5.35,-5.35,-1.63,-0.52787
-0.02,12.76,-1.33,-0.52787
-1.66,5.45,-7.61,-0.52787
-10.63,-13.03,-1.39,0.79181
3.95,2.21,-0.41,-1.31968
-1.54,5.39,-7.12,-0.79181
-2.82,-4.19,1.66,-0.52787
0.47,-9.13,3.06,0.26394
0.90,-5.22,4.77,-1.31968
1.45,8.62,-0.78,-1.31968
-2.40,9.47,-5.66,0.26394
-1.18,3.25,-4.38,-0.52787
2.54,-10.29,2.27,-0.52787
5.29,-7.60,13.73,0.00000
-1.91,8.56,2.58,0.26394
-2.70,2.34,-5.35,-1.31968
-1.48,-9.49,8.98,-0.26394
-1.72,-11.63,1.78,-1.31968
4.68,-11.08,3.43,-1.84755
7.18,-1.93,3.43,-0.79181
9.68,-3.76,6.90,-1.31968
0.53,11.42,1.36,-1.31968
-1.30,7.89,-5.60,-1.05574
1.45,-4.98,6.05,-1.31968
5.78,-6.63,6.30,-0.26394
2.36,-6.81,2.03,-1.31968
-3.98,-7.11,-3.40,0.00000
2.97,-10.10,2.09,-1.05574
4.19,-9.61,8.49,0.52787
1.75,-2.60,1.72,-1.05574
0.47,-2.11,-2.18,-1.05574
-1.66,14.17,-4.01,-0.52787
-3.31,9.10,-11.69,-1.05574
0.53,0.51,-2.97,-1.58361
-0.75,-10.22,-0.90,-1.05574
3.52,-9.25,9.34,-1.05574
6.14,7.28,3.25,0.00000
-2.94,9.65,-3.64,-0.26394
-1.24,3.92,-2.18,-1.58361
2.85,-9.92,15.26,-0.79181
2.97,-10.59,2.88,-1.58361
0.90,-6.50,6.42,0.52787
7.18,-1.87,2.70,-0.52787
1.45,2.03,-5.11,-1.31968
1.02,12.76,-0.41,0.00000
5.59,8.86,1.66,2.11149
-2.09,8.19,-10.90,0.26394
0.84,3.62,-3.77,-0.52787
-2.82,-5.77,0.14,-1.05574
-0.50,-8.64,-4.01,-0.79181
2.30,-6.38,4.28,-0.26394
6.02,-1.93,5.75,0.00000
5.71,-2.60,8.19,-1.58361
3.03,9.29,-0.23,-0.79181
-0.99,9.10,-4.01,-0.26394
-4.47,10.69,-8.34,-0.79181
-3.61,6.54,-2.55,-1.05574
3.82,-11.08,3.06,-1.05574
6.39,-8.94,8.55,-1.31968
2.06,-1.38,7.76,-0.52787
4.43,5.08,-2.36,-0.79181
-2.27,4.17,-3.83,0.79181
-1.54,-1.75,-0.72,-1.84755
-0.87,-10.41,1.84,-0.52787
1.63,-3.09,8.49,-0.52787
6.69,-1.44,8.86,-0.52787
-8.74,7.28,-4.01,-0.26394
-1.54,3.25,-4.13,-0.79181
-6.24,5.14,-10.35,-0.52787
-1.72,5.45,-3.22,-1.05574
-0.08,-6.50,7.76,-1.84755
-1.42,5.08,2.45,-0.26394
0.53,5.93,1.60,-0.26394
4.19,-7.05,9.40,-0.52787
7.60,11.60,-2.49,-0.52787
5.90,7.89,-6.57,-1.31968
4.80,-12.36,5.01,-1.05574
-3.98,10.26,-4.07,-0.79181
-2.03,-6.69,2.21,-1.31968
1.14,-5.77,8.31,-0.26394
-7.09,9.78,-9.80,0.52787
1.08,-12.18,3.92,0.79181
1.39,-3.15,4.65,-1.05574
-0.81,11.91,-0.11,-0.52787
-1.36,8.80,-6.75,0.00000
-4.16,-6.99,0.75,-1.31968
0.71,-4.92,7.70,0.26394
-1.42,12.70,-8.40,-0.52787
-2.33,6.48,-7.67,-0.52787
1.02,-12.11,3.12,-1.31968
7.00,-4.92,11.17,1.31968
-0.99,7.64,-1.57,-0.26394
-2.58,-8.76,2.33,-0.79181
-2.88,5.57,-4.86,-0.79181
-5.08,6.06,-10.41,-0.52787
-2.03,-12.66,0.99,-1.05574
4.31,-8.46,8.92,-1.05574
1.63,7.82,3.55,-1.05574
-1.66,3.86,-6.45,0.26394
3.46,-7.60,4.10,-0.52787
0.90,0.81,-3.46,-0.26394
-3.74,6.97,-7.06,0.52787
-0.02,-12.24,-1.14,-0.52787
-0.63,-11.50,12.94,-1.31968
6.51,7.82,6.30,-0.52787
-2.21,8.86,-5.41,-0.52787
5.35,2.34,0.99,-1.31968
1.69,-7.18,3.12,0.26394
0.59,-5.65,9.16,-0.79181
6.14,2.34,3.49,0.00000
-6.30,8.37,-4.13,-1.05574
-1.36,3.98,-10.17,-1.05574
-1.79,-12.18,0.50,0.52787
3.21,-8.09,9.71,-0.79181
4.92,1.79,3.61,0.00000
-3.07,10.39,-5.05,-0.52787
0.53,7.15,-7.36,-1.05574
-1.85,-1.93,-3.10,0.00000
3.82,-11.14,1.05,-1.05574
-5.44,-4.31,-0.53,0.26394
0.04,6.00,-4.68,0.52787
-2.64,7.82,-3.22,-0.79181
-2.52,10.02,-4.50,1.05574
0.41,5.93,-2.06,-0.79181
-2.58,-8.33,3.12,0.52787
3.58,-10.16,3.55,-0.26394
-0.44,-4.19,10.26,-1.58361
5.17,1.73,2.09,-0.79181
-1.66,9.78,-5.78,-1.31968
-6.36,8.62,-13.89,-0.52787
-1.24,2.89,-1.94,-0.79181
3.46,-7.30,3.49,-0.79181
1.20,-4.25,2.94,0.00000
-1.36,-3.27,1.36,-0.52787
-2.03,11.73,-1.51,-1.58361
1.87,5.57,-1.39,0.52787
-5.44,3.19,0.20,-0.79181
-2.03,-2.54,0.20,-0.79181
-1.18,-9.13,1.48,-0.79181
2.79,-3.03,8.67,-0.26394
1.20,10.81,-2.55,-0.52787
-1.66,7.64,-10.35,-1.05574
-4.47,7.21,-6.51,-1.31968
-4.04,-13.39,2.39,-1.05574
2.24,-7.11,8.98,1.05574
-3.68,5.39,1.23,-0.79181
-4.41,6.97,-7.49,0.52787
0.10,2.46,-3.03,-1.31968
-8.98,-1.99,-4.92,-0.52787
5.04,-9.25,-0.41,-0.52787
0.84,-6.32,9.89,0.00000
7.85,2.46,6.90,-1.58361
1.51,6.36,3.92,-0.26394
-1.05,7.70,-6.33,-0.52787
3.03,-6.87,3.55,0.00000
2.79,-10.04,5.14,0.52787
4.31,-2.30,10.99,0.00000
4.50,2.82,0.20,-1.58361
-4.83,8.31,-7.55,-0.52787
-0.50,6.91,-7.79,0.00000
-1.66,4.53,-4.44,-1.58361
2.36,-6.14,-4.01,-0.52787
-0.02,-6.32,2.27,-1.05574
4.01,-2.05,2.51,-1.05574
-10.32,14.10,-17.42,-0.52787
-2.21,-1.81,-3.70,-1.58361
5.17,-9.68,0.81,-0.52787
-2.64,-1.32,-1.08,-0.79181
1.93,10.93,-0.11,-1.58361
-1.79,3.50,-8.46,-0.52787
2.60,-8.46,6.23,0.00000
3.46,-2.05,9.16,-0.26394
-0.87,11.48,1.54,-0.26394
-3.13,2.82,-7.36,-0.52787
5.41,-15.35,7.88,-0.79181
-2.70,-3.70,4.77,-0.52787
-2.82,9.41,-3.83,0.00000
-11.48,-0.83,-6.33,0.26394
3.28,-10.90,0.14,-0.79181
4.31,-4.13,5.01,-0.26394
-5.08,3.31,-7.97,0.52787
-7.58,-4.86,-4.01,-1.05574
5.53,-9.49,3.61,-1.31968
-3.19,-3.27,-1.33,-0.52787
-2.76,9.17,-4.68,-1.84755
-3.80,9.35,-6.02,1.31968
-4.53,0.08,-1.45,-0.26394
2.85,-6.93,8.19,-0.26394
2.79,-2.66,2.21,-0.52787
-2.88,10.20,-5.41,-1.58361
0.41,-1.08,5.38,-0.26394
8.70,-9.13,5.08,-1.31968
3.46,1.18,0.56,-0.52787
-1.18,8.31,-5.78,1.31968
2.73,5.87,-2.12,0.52787
-3.55,-3.52,1.30,-1.05574
4.37,-2.97,8.86,-0.79181
3.28,-1.14,6.78,-1.84755
-1.18,5.02,-7.49,-1.31968
0.29,-12.30,0.26,-0.26394
3.95,-1.69,4.04,0.00000
4.92,6.12,-2.73,0.00000
-1.91,8.13,-8.10,0.52787
1.75,-7.11,4.65,-0.79181
0.10,-6.81,10.08,-0.79181
1.45,11.42,-0.78,-1.31968
-2.70,2.09,-4.13,-0.79181
2.06,-14.07,4.95,0.26394
4.74,-1.57,2.58,-0.52787
-0.81,10.02,-6.20,0.26394
-2.15,5.93,-2.67,-0.79181
4.43,-11.26,5.26,-0.52787
-2.03,2.40,1.90,-0.52787
-2.52,12.28,-4.62,-0.52787
1.45,-11.57,1.72,-1.05574
8.89,-5.96,12.94,-0.79181
8.76,1.97,4.40,-1.58361
-0.75,5.26,-7.18,-0.26394
5.78,-10.96,5.62,0.00000
7.54,-1.26,4.71,-1.05574
-5.08,12.46,-4.13,-1.31968
-0.08,1.30,-2.73,-0.52787
5.04,-10.35,18.37,-1.31968
-1.91,9.84,0.62,-1.05574
-2.70,0.57,-4.56,-1.84755
2.18,-6.14,-1.33,-0.79181
0.29,-4.74,6.11,-1.31968
-0.08,12.34,0.81,-0.79181
-9.41,7.52,-10.96,-0.52787
-2.58,-10.35,-1.57,-1.05574
2.67,-3.03,1.48,-1.31968
-5.38,6.67,-4.13,0.26394
-6.24,4.29,-6.81,-0.52787
4.25,-6.38,2.76,-0.52787
9.43,3.31,1.23,-1.05574
-2.70,5.51,-6.27,0.52787
-2.21,-0.65,-3.22,-1.05574
0.84,-11.32,5.56,-1.58361
10.96,-10.90,16.97,-1.05574
1.51,-2.60,6.17,-0.79181
3.52,4.10,3.25,-0.26394
-3.37,12.15,-2.85,-1.84755
-4.10,14.35,-6.14,-0.52787
-3.92,6.06,-4.44,0.00000
9.50,5.08,5.26,-0.52787
-3.55,5.93,-3.40,-1.58361
-3.49,-11.14,1.23,-1.84755
5.47,-5.53,0.38,-1.05574
2.00,-5.77,4.10,-0.79181
0.17,-5.16,3.73,-1.58361
-0.02,9.84,-2.79,-0.52787
0.78,5.20,0.14,-0.52787
-3.49,4.23,-4.31,-1.58361
5.23,-9.43,5.44,-1.05574
4.68,-9.92,11.42,0.26394
0.17,-8.58,8.80,1.05574
0.53,-6.08,8.92,0.52787
3.64,-8.15,8.49,0.26394
5.10,-1.02,3.12,0.52787
-4.53,7.76,-4.31,1.31968
-1.72,1.48,-0.53,-0.79181
5.47,-12.79,5.14,0.00000
3.76,-6.14,5.32,-1.31968
2.67,-3.76,-2.06,-1.31968
1.45,12.21,5.81,-1.05574
-4.53,4.96,-2.85,-0.26394
-0.99,3.43,-8.83,-0.79181
1.39,3.56,-2.49,-1.58361
3.09,-1.93,5.75,-1.84755
3.28,-7.66,5.93,-1.84755
5.96,-0.41,9.34,-0.26394
-1.30,11.60,-1.81,-0.79181
-1.24,4.17,-8.03,-1.84755
1.93,-10.41,5.75,1.05574
2.06,-12.72,11.30,-0.26394
0.90,8.86,0.20,-0.79181
-0.69,6.12,-5.84,-1.05574
-1.24,-3.40,-1.57,-0.79181
2.97,-12.30,2.51,0.26394
2.36,-8.58,5.50,0.26394
0.41,12.34,-5.35,0.26394
-1.85,5.02,-5.84,-1.31968
6.26,-11.26,4.53,-0.52787
-1.66,-0.83,1.60,-0.26394
-1.60,9.53,-5.53,-1.58361
-0.81,3.98,-4.07,-0.79181
8.21,-13.76,15.01,-0.79181
6.57,1.97,6.23,-0.52787
-3.31,7.46,-3.95,1.05574
0.90,-1.99,0.20,-0.79181
1.57,-2.42,2.03,-0.79181
-4.47,8.62,-5.60,-0.26394
-2.64,-9.68,-3.46,-1.31968
3.76,-6.50,8.61,1.05574
-0.93,11.48,0.99,-1.05574
-0.81,-7.18,1.05,-0.26394
2.42,-6.69,9.77,-0.26394
-3.00,8.07,-5.84,-0.52787
6.20,-12.24,8.61,-0.52787
-6.36,3.19,-5.23,-0.79181
2.73,8.01,-6.88,-0.79181
3.82,-8.88,4.83,-0.52787
0.17,10.81,-6.39,0.00000
-4.65,4.10,-4.31,-1.05574
5.53,-9.86,1.60,-0.26394
10.10,1.00,8.37,-0.52787
0.71,1.79,-1.51,-1.31968
7.06,-10.41,3.37,-1.05574
-4.35,2.46,-2.85,-0.52787
-3.86,13.43,-7.49,0.00000
-0.99,-0.04,0.87,-0.79181
-0.02,-6.14,1.42,-0.52787
1.75,4.35,5.50,-0.79181
-1.60,5.69,-7.36,0.52787
0.96,-11.75,7.09,0.26394
4.68,-13.88,8.73,0.52787
2.12,-6.14,8.31,-0.79181
-3.61,6.48,-6.33,-0.26394
-0.14,-4.86,-2.36,-0.79181
-0.50,-5.22,3.06,-0.52787
3.70,0.93,4.77,-2.63936
-8.31,14.90,-11.94,0.52787
-5.63,-1.26,-4.19,-0.52787
1.81,-8.09,9.22,-0.52787
7.85,0.81,5.87,0.00000
-6.91,12.46,-2.12,-1.05574
-0.81,4.59,-6.27,-0.52787
4.56,-10.29,0.20,-0.79181
3.40,-6.99,4.28,0.26394
-3.68,8.68,-5.23,0.79181
-1.60,-6.87,3.31,0.26394
-0.57,-0.96,-3.46,-0.26394
-0.63,11.48,-2.42,-0.79181
0.17,-10.22,4.83,0.26394
6.87,-3.94,4.04,1.05574
-6.11,9.59,-3.28,0.52787
1.45,-12.54,2.70,-1.84755
2.12,-5.16,9.65,0.52787
4.43,10.20,-0.29,0.26394
-0.81,-13.76,4.16,-0.52787
-3.31,-3.27,-2.55,-1.05574
-3.68,13.25,-8.95,0.79181
-3.37,-3.21,0.14,0.26394
10.53,-4.19,7.45,-0.52787
-0.93,6.24,-7.06,-0.52787
2.36,-11.08,1.42,-0.52787
-0.08,-4.61,5.87,0.79181
3.58,7.09,-4.19,0.52787
-3.92,6.36,-6.27,1.31968
-0.87,-9.55,0.69,-0.79181
7.00,-9.00,14.65,-1.05574
1.14,7.89,1.84,-1.31968
-0.50,2.76,-5.90,-0.79181
5.10,-12.11,5.20,-0.26394
1.14,-5.59,6.17,-1.58361
0.04,11.06,-1.57,-0.79181
-6.30,9.47,-11.69,0.00000
0.29,0.14,0.14,-0.52787
3.58,-12.85,4.28,-0.26394
6.26,2.15,-0.17,-0.26394
2.36,9.41,1.48,-0.79181
-0.75,5.87,-5.60,-0.79181
-3.00,-7.48,2.15,0.26394
3.76,-9.13,2.27,-0.79181
2.30,2.58,-2.79,-0.79181
2.18,7.21,-5.72,-0.26394
4.92,-9.80,8.00,0.26394
3.03,-5.29,7.58,-1.58361
3.70,8.37,0.62,-1.31968
3.70,4.96,-0.11,-1.05574
4.13,-8.21,6.36,-0.79181
1.26,-5.22,8.19,-0.26394
-8.43,11.73,-10.11,0.00000
2.00,1.79,-2.73,-1.58361
2.18,-11.81,3.67,-1.05574
-1.97,1.67,-1.51,-1.84755
-2.58,6.12,-1.94,1.05574
-2.15,-9.31,1.36,-0.52787
8.21,-5.53,10.01,1.05574
-2.58,11.54,-1.63,-0.26394
-3.68,-8.58,2.82,0.79181
0.47,-1.02,2.51,-0.52787
4.07,2.28,-3.58,0.26394
1.57,11.36,3.67,-1.58361
-2.58,8.50,-5.84,-1.31968
-8.37,4.23,-7.42,0.26394
0.59,-8.52,1.11,0.26394
1.63,-6.08,7.82,0.79181
-2.52,16.97,-8.16,-1.05574
0.59,9.17,-10.35,2.11149
-3.74,-9.31,1.60,0.00000
-0.63,-10.41,6.54,0.26394
-5.87,12.58,-1.63,0.00000
-2.88,1.48,-2.49,-1.05574
5.35,-10.10,3.67,-1.31968
6.26,5.14,-4.92,-0.79181
-0.69,3.62,-6.33,-0.79181
2.18,-8.82,0.99,-1.05574
1.08,1.48,-0.72,-1.31968
-3.19,9.96,-2.06,-0.52787
0.96,2.03,1.60,-0.79181
10.41,-7.24,12.58,-1.58361
3.82,9.84,2.27,0.00000
-2.70,5.02,-4.80,-0.79181
-0.02,-6.81,-0.41,-0.26394
1.14,-8.15,6.60,-0.79181
2.42,4.78,0.01,-0.52787
-11.79,13.19,-15.35,-0.26394
-4.65,1.00,-6.69,0.52787
0.35,-12.66,1.90,-0.26394
4.37,-6.26,6.78,-0.52787
3.89,0.08,-1.20,-1.05574
-3.98,9.71,-4.44,0.26394
-0.20,-1.20,-0.72,-1.31968
-4.35,-9.55,-6.08,0.00000
4.07,-9.13,6.36,0.26394
2.60,5.08,-2.36,-0.52787
-4.04,11.06,-12.85,-0.52787
-3.13,-0.22,-5.96,-0.52787
4.25,-6.75,4.89,-0.52787
2.30,1.91,0.81,-0.26394
-5.44,8.80,-5.78,-1.31968
-1.79,3.50,-6.08,-1.31968
-5.99,-6.38,-3.46,0.00000
3.40,-0.47,2.33,-1.05574
3.58,-4.07,4.28,-0.26394
-4.83,9.96,-3.83,1.05574
-2.76,-6.81,5.44,-0.79181
7.18,-10.90,3.25,-1.31968
4.74,1.91,4.59,0.26394
-0.02,4.90,2.15,-0.52787
-3.25,9.17,-8.46,-0.26394
0.53,-9.31,4.16,-0.52787
4.62,-12.60,9.16,-0.26394
1.75,-6.08,1.60,-0.26394
-3.49,12.58,-2.97,-0.26394
1.57,0.20,1.17,-1.31968
3.58,-9.80,2.51,-0.26394
-0.14,-6.20,8.86,-1.31968
-1.30,8.01,2.64,-1.58361
-0.99,6.12,-1.88,-0.79181
-3.31,-0.04,-1.69,-0.79181
2.60,-9.80,9.40,0.00000
0.04,14.17,-9.01,0.79181
-0.81,5.26,-4.80,-1.05574
4.50,-7.18,2.21,-1.05574
1.69,-0.10,4.40,-0.52787
0.96,9.84,-1.81,1.05574
-2.15,-8.76,4.40,0.00000
3.34,-6.75,9.16,0.52787
-3.43,10.63,-0.96,0.26394
-1.05,1.48,-3.34,-0.79181
3.58,-6.32,-1.57,0.00000
3.46,5.20,0.81,-0.26394
-1.97,4.59,-5.17,-0.52787
9.68,-7.18,0.81,0.26394
4.43,1.85,-1.63,0.52787
-1.97,6.91,-5.41,-0.79181
-0.08,-10.35,0.26,-0.52787
5.29,5.87,1.90,-0.26394
0.29,3.43,-2.30,-1.05574
-2.58,-6.02,3.86,-0.26394
3.15,7.89,2.33,-1.31968
0.71,4.84,-4.99,-0.79181
2.30,-8.15,3.92,-0.26394
-1.24,-9.43,11.54,-1.05574
-5.08,7.70,-2.30,-0.52787
-0.75,3.98,-3.40,-0.26394
2.24,-7.18,-7.00,-1.31968
-0.69,-4.61,-1.27,-0.26394
-2.52,5.26,-9.31,-0.79181
9.13,-7.54,7.45,-0.79181
6.93,0.93,5.50,-0.79181
-2.27,7.28,-7.24,-0.79181
4.56,-17.54,7.94,-1.84755
2.67,0.51,5.81,-1.31968
-1.48,7.82,-8.70,0.26394
5.10,-11.75,2.15,-1.58361
0.71,-6.50,3.86,-0.79181
-0.87,12.52,-1.39,-0.79181
-2.46,-2.66,-1.81,-1.58361
1.32,-9.55,13.61,-1.05574
-0.32,10.75,-1.94,-1.05574
-2.15,-2.48,-1.94,-0.79181
2.00,-3.15,-2.91,0.00000
1.87,1.73,-0.17,0.26394
-1.97,3.92,-6.27,0.26394
13.46,-14.61,9.95,0.00000
0.04,-2.91,6.42,-0.79181
-1.11,12.09,-0.47,-1.05574
-5.69,-0.96,-2.97,-0.26394
0.65,-7.91,8.12,-1.05574
-2.09,11.24,-4.31,-0.52787
-3.68,-4.07,-0.11,-0.79181
2.36,-14.98,4.65,-0.79181
4.74,0.69,4.53,-0.52787
0.04,3.86,-6.63,-1.05574
-0.02,-4.19,-7.30,-1.05574
-1.11,-4.00,8.98,-1.05574
-0.02,15.63,0.26,-0.79181
-1.66,10.39,-5.90,-0.26394
3.21,-10.71,4.89,-0.79181
-0.32,8.86,-1.94,-0.79181
-5.93,7.09,-10.05,-1.58361
2.24,-9.07,-3.46,-1.05574
5.17,3.19,0.69,-1.58361
1.63,0.81,4.71,-0.79181
4.80,-4.74,2.21,-0.79181
-3.25,11.79,-3.03,-1.05574
7.12,-10.71,9.28,-1.31968
3.28,-9.61,17.51,1.31968
-2.15,7.21,-9.01,0.00000
3.58,-12.79,6.42,0.00000
-1.54,-5.65,7.09,-0.26394
3.46,8.74,1.60,-0.26394
-5.75,8.74,-7.55,-0.52787
-3.86,7.82,-7.30,-1.58361
-1.85,-12.18,3.12,0.52787
-2.15,-6.02,3.37,0.00000
-2.52,3.80,-7.49,-1.31968
-5.69,9.78,-4.99,-0.26394
0.10,3.98,-5.84,0.52787
-5.93,-6.69,-8.52,-0.26394
1.51,-8.15,0.26,-0.79181
0.96,-3.94,3.98,-1.58361
-0.26,11.54,-6.02,-1.05574
-2.15,10.63,-7.24,0.26394
-3.49,-8.33,1.05,-0.52787
2.54,-3.21,4.28,-0.26394
-1.79,13.25,4.40,-1.31968
-0.02,6.73,-4.80,-0.79181
-4.35,-5.22,-0.53,-0.52787
2.60,-4.68,11.60,0.26394
-0.81,10.14,-4.01,-0.26394
-2.09,-0.59,2.76,-1.84755
-2.46,-8.82,0.01,0.00000
1.75,-1.99,-0.66,-0.26394
-3.43,6.00,-4.44,-0.26394
-4.90,-9.98,4.40,0.00000
2.79,-10.59,13.25,-0.52787
2.97,7.03,1.60,-2.37542
3.76,7.40,-0.11,-0.52787
-3.19,1.24,-0.11,-1.05574
-2.70,-7.42,6.84,0.79181
-4.04,8.74,-13.89,-0.52787
-4.16,-9.43,-0.60,0.00000
-0.50,-5.96,4.89,-0.26394
-3.49,7.70,-1.88,-1.31968
2.06,8.50,2.82,-0.26394
-0.69,-9.43,3.98,-0.79181
0.59,-6.93,5.81,0.52787
-7.94,13.01,-7.91,-0.52787
-2.58,-3.03,-1.39,0.00000
1.14,-4.61,6.30,0.52787
2.12,4.59,-7.67,0.26394
-2.94,-11.32,0.20,0.00000
4.68,-4.55,3.25,-0.79181
-0.14,3.80,-3.58,-0.79181
1.75,-11.26,8.19,-1.05574
2.97,3.43,0.20,-0.52787
-10.87,7.70,-14.92,-0.52787
2.36,-10.29,-1.94,-0.79181
4.62,-1.87,3.73,-1.31968
0.96,6.67,-5.41,-0.52787
-2.52,-14.37,-0.23,0.52787
4.37,8.68,-2.12,-1.05574
